,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,7.172435897435906,14.125566893424033,15.223084112149525,13.662320483749047,0.94367426433235,0.8686192084865143,0.8571430302367765,0.8756449117893325,0.6075879786567738,0.5368785053496954,0.533517740327164,0.5340957020153644,610.1942307692314,1438.9403817082384,1558.861775700934,1361.9917800453513,0.27506322203437644,0.24447149360027437,0.24795827364835343,0.24606419640429006,0.5244647004655093,0.49444058652205564,0.4979540878919998,0.496048582705656,PM
