,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,9.467571644042252,17.856441813366576,19.83077510500192,17.545957314223408,0.9433292386364005,0.8415549287504107,0.8176183895910343,0.8535823437374628,0.5929855444007002,0.5461179422455242,0.5411698565089079,0.5444703791739803,712.0064856711919,2010.7265150334933,2300.106300114548,1858.0941735472813,0.2982348675634545,0.25690122996893416,0.257132897157539,0.25847172832950055,0.546108842231523,0.5068542492363403,0.507082732064048,0.5084011490245676,PBM
1,6.796245421245426,10.939247921390772,12.134579439252335,11.896541950113363,0.9290572752595752,0.8780069623385289,0.8566598057416618,0.8565939656041279,0.7533013654422597,0.7275480634564963,0.7270165265361287,0.7293856836008603,794.9685897435902,1395.4242252456522,1627.9725233644863,1640.3579931972768,0.5265845971031414,0.49983209629803793,0.4997680419687309,0.4963041814210347,0.725661489334484,0.7069880453713754,0.7069427430624993,0.7044885956642838,PBM
2,7.048076923076935,13.216269841269824,13.832056074766353,13.684996220710488,0.9292378072485933,0.8510744090675224,0.8393860086545892,0.8432248346326717,0.7358282373139958,0.6853131867907004,0.6881190927915186,0.6885966006752489,909.5529304029308,1948.8232237339353,2088.8327102803732,2051.541855631138,0.46055387835607636,0.4277522310180675,0.43261286356887046,0.42528861270509605,0.6786412000137306,0.654027698968528,0.6577331248833911,0.6521415587931013,PBM
3,6.686263736263745,11.257653061224474,12.344018691588786,11.712301587301571,0.9262072789659643,0.8604441685746163,0.8432626092887983,0.8532528670930306,0.7563800011259519,0.7297583724091871,0.7305171124109838,0.7298304352233893,747.2544871794878,1442.929043839756,1608.9310280373834,1517.283068783067,0.5348525636832646,0.5057233179894309,0.5063259804349726,0.5043171057948235,0.7313361495805226,0.7111422628345406,0.7115658651417819,0.7101528749465311,PBM
4,6.398992673992682,11.900793650793641,13.012616822429898,12.481198034769454,0.9410492157455091,0.8733534767270625,0.85672178064994,0.8633215333631711,0.7300474317034298,0.6908278053271378,0.689022027803466,0.688962943329938,706.8292124542127,1546.675547996975,1738.7237383177564,1669.1910430838989,0.47389958313206987,0.4426028208036167,0.44308191981832434,0.44047254607205194,0.6884036484011905,0.6652840151421171,0.665643988794554,0.6636810574907588,PBM
5,7.112820512820525,12.252834467120172,13.126168224299063,12.697940287225983,0.934122795595682,0.8724328078821169,0.856485636674673,0.8608228780377664,0.7295178437796154,0.7006121454237955,0.6991826440242844,0.7006799099719028,820.8423992673995,1620.0144557823123,1810.5991588785043,1767.452475434617,0.4885641631529344,0.45813264338447146,0.4588286498820852,0.45647419289637764,0.6989736498273268,0.6768549648074331,0.677368917121302,0.6756287389508957,PBM
6,6.914743589743598,13.242252456538154,14.856822429906547,13.868953136810257,0.9434485656969086,0.8679444210249639,0.8445945789442948,0.857172427896238,0.6971292396918783,0.6597706273034469,0.6559095337802648,0.657893297839052,723.27673992674,1716.7212773998467,2008.9689719626185,1856.7570861677978,0.4323081745025428,0.398870188743801,0.3981935583893789,0.3962523081374977,0.6575014634984038,0.6315617062043906,0.6310257985133246,0.6294857489550479,PBM
7,7.151465201465211,12.365268329554034,13.867196261682253,13.540532879818581,0.9342410749624896,0.8678208142877083,0.8446458246955174,0.8489738039210238,0.7218362137209696,0.6893587395666443,0.6858064257384034,0.6857042073196836,787.6311355311361,1612.345899470898,1883.1362616822437,1842.2451814058938,0.4734501219743326,0.44291661895242157,0.4417151967420735,0.438155315416772,0.6880771192056401,0.6655198110893631,0.6646165787445221,0.6619330142973472,PBM
8,7.0290293040293115,13.197184429327258,14.159345794392525,13.022675736961439,0.9370817721533905,0.8609936127759484,0.8476863023721574,0.8628441068803389,0.7040070305764625,0.6613362717994937,0.6609736052490097,0.6633036741985032,759.5324175824177,1706.1855631141325,1858.852242990655,1683.4723167044572,0.4341769604784716,0.40125691303070626,0.40369020547646034,0.4023953831501094,0.6589210578502341,0.6334484296536745,0.6353661979334913,0.6343464220361847,PBM
9,7.28186813186814,13.647486772486758,15.209906542056071,14.44699546485259,0.9340164367466885,0.8595333330181165,0.8380552979081475,0.8462528241974463,0.6965806240266789,0.654562571859203,0.652809271477748,0.65427618325937,825.3813186813194,1785.8998488284174,2047.4849532710275,1954.7488662131482,0.42726267837016524,0.394166715853847,0.3937806948205084,0.39126999034895626,0.6536533319506336,0.6278269792338069,0.6275194776423345,0.6255157794564069,PBM
10,7.432142857142855,12.902588813303083,13.836168224299051,13.388321995464832,0.9333059028583075,0.8693324985836027,0.851566622115288,0.8571582953078634,0.6963600831171277,0.6622498894203221,0.6659472670182308,0.6625285730532501,787.8806776556779,1569.6506046863165,1772.829252336448,1715.893896447465,0.4391347663325686,0.40828714715026315,0.40995108088042576,0.40678510140986224,0.6626724427140218,0.6389735105231383,0.6402742231891159,0.6377970691449297,PBM
11,10.86757164404225,19.354728150802305,20.164032073310416,18.371085838915725,0.9185033724791741,0.8085222981305882,0.7965569405527928,0.8262806894271957,0.5697326806296849,0.5230780100788529,0.528538144552991,0.5243083030369702,920.7194570135757,2182.4717245676898,2306.6710958381072,1980.060757127278,0.27125427691670745,0.23597575704682416,0.2426368472762196,0.23576294473674256,0.5208207723552388,0.485773359754139,0.49258181784980615,0.48555426549124514,PBM
12,7.872893772893779,14.901077097505661,15.856822429906543,14.820861678004523,0.93370763521405,0.8543605229979196,0.8392756565650644,0.8522122041387932,0.6397712316880313,0.5894434049619575,0.588930534061519,0.5892180620778463,821.8759157509164,1825.7675736961446,2007.321308411215,1852.6993575207844,0.3431882524336169,0.30808636659343713,0.31023120141497074,0.30829742289699463,0.5858227141666811,0.5550552824660235,0.5569840225850027,0.5552453717925028,PBM
13,6.561446886446889,14.555177626606197,16.202242990654195,14.472411186696908,0.9517609727824107,0.8722880724956462,0.8570185476105041,0.8763254020327382,0.6185396822509741,0.5397065553281493,0.5331004089716813,0.5330087830779524,589.1067765567776,1577.5799319727898,1759.374205607474,1527.7082388510962,0.2780129494475311,0.24486690029060237,0.2470506649052315,0.24524185212108696,0.5272693329291313,0.4948402775548918,0.49704191463621206,0.49521899410370657,PBM
14,7.647435897435912,15.389266817838239,16.986074766355138,15.597316704459535,0.9411858230531527,0.861654953997413,0.8468770723350857,0.8623918155586889,0.57854349061872,0.5056595222738384,0.4986012539102609,0.49799332808536795,735.0618131868137,1739.1442743764162,1921.326261682244,1729.881141345426,0.2305836371160896,0.20007218442040012,0.20354942025504413,0.20091032707279582,0.4801912505617835,0.4472942928547156,0.45116451573128413,0.44823021659945667,PBM
15,7.172435897435906,14.125566893424033,15.223084112149525,13.662320483749047,0.94367426433235,0.8686192084865143,0.8571430302367765,0.8756449117893325,0.6075879786567738,0.5368785053496954,0.533517740327164,0.5340957020153644,610.1942307692314,1438.9403817082384,1558.861775700934,1361.9917800453513,0.27506322203437644,0.24447149360027437,0.24795827364835343,0.24606419640429006,0.5244647004655093,0.49444058652205564,0.4979540878919998,0.496048582705656,PBM
16,7.269963369963375,14.432445200302343,15.743644859813067,14.4198790627362,0.9446299727920439,0.872197757042383,0.8589011978806338,0.8731082060225839,0.628827841707074,0.5600635296546184,0.5564310519654292,0.5588725117323028,687.3048534798543,1606.1832955404373,1765.832897196261,1594.7410241874509,0.3014837219404534,0.2689596275543052,0.27201183946196145,0.2691114918609585,0.5490753335749599,0.5186131771892276,0.5215475428587134,0.5187595703801121,PBM
17,8.430494505494519,18.42724867724866,20.255233644859857,17.781934996220702,0.9382536436593925,0.8419207556419727,0.8245414016223548,0.8497087224359137,0.5335620122049272,0.4371925298180057,0.435531416067499,0.4415309304782198,864.0041208791223,2213.4071239606947,2456.7250467289764,2104.360922146636,0.1773277893504547,0.14779652786883196,0.15073789959821887,0.14869876673006888,0.4211030626229815,0.38444313996848994,0.3882497902101415,0.38561479060076115,PBM
